Tumor,Start_Year,End_Year,ICD10,Sex,Autonomous_Community,Age_Group,Burden_Measure,Crude_Rate,Arsenic(As),Cadmium(Cd),Nickel(Ni),Particulate_Matter(PM2.5),Lead(Pb),annual_mean_temp,absolute_max_temp,absolute_min_temp,total_precipitation,rainy_days,tropical_nights,Net_Income
12,2020,2020,12,3,13,9,1,2.92,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,10,1,6.41,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,11,1,16.34,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,12,1,39.82,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,13,1,75.39,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,14,1,122.62,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,15,1,129.18,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,16,1,154.72,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,17,1,202.07,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,18,1,183.37,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,19,1,0.75,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,20,1,11.12,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,21,1,56.13,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,22,1,125.76,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,13,23,1,177.37,0.25,0.06,1.11,10.47,0.0,15.66,41.2,-5.0,425.8,81.0,20.0,37051.0
12,2020,2020,12,3,14,0,1,43.47,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,1,1,0.0,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,2,1,0.0,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,3,1,0.0,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,4,1,0.0,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,5,1,1.17,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,6,1,0.0,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,7,1,0.0,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,8,1,0.91,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,9,1,6.98,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,10,1,9.74,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,11,1,29.49,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,12,1,62.74,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,13,1,102.49,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,14,1,147.19,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,15,1,178.87,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,16,1,232.3,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,17,1,247.35,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,18,1,155.12,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,19,1,1.3,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,20,1,19.28,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,21,1,80.83,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,22,1,162.04,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,14,23,1,212.8,0.13,0.13,1.53,12.94,0.0,19.03,36.3,0.8,286.3,49.0,76.0,26925.0
12,2020,2020,12,3,15,0,1,46.87,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,1,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,2,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,3,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,4,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,5,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,6,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,7,1,0.0,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,8,1,2.33,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,9,1,3.79,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,10,1,5.63,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,11,1,17.82,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,12,1,66.69,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,13,1,132.58,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,14,1,152.8,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,15,1,159.77,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,16,1,160.47,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,17,1,175.05,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,18,1,148.83,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,19,1,0.9,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,20,1,11.56,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,21,1,97.46,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,22,1,156.14,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,15,23,1,160.24,0.24,0.06,1.35,11.83,0.0,13.73,41.3,-4.2,725.0,132.0,0.0,37728.0
12,2020,2020,12,3,16,0,1,54.81,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,1,1,0.0,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,2,1,0.0,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,3,1,0.0,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,4,1,0.0,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,5,1,0.0,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,6,1,1.02,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,7,1,0.92,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,8,1,1.49,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,9,1,2.32,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,10,1,12.33,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,11,1,26.33,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,12,1,67.95,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,13,1,111.29,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,14,1,149.49,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,15,1,165.42,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,16,1,179.67,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,17,1,223.04,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,18,1,140.33,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,19,1,0.79,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,20,1,19.18,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,21,1,88.7,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,22,1,157.17,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2020,2020,12,3,16,23,1,177.74,0.34,0.4,3.49,10.85,0.01,14.82,40.97,-1.57,1314.3,155.33,7.67,37598.0
12,2019,2019,12,3,0,0,1,46.61,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,1,1,0.0,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,2,1,0.0,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,3,1,0.0,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,4,1,0.04,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,5,1,0.0,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,6,1,0.08,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,7,1,0.39,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,8,1,1.57,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,9,1,3.38,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,10,1,9.47,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,11,1,27.59,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,12,1,60.65,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,13,1,106.68,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,14,1,139.71,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,15,1,164.61,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,16,1,178.98,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,17,1,199.32,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,18,1,171.76,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,19,1,0.83,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,20,1,18.3,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,21,1,81.96,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,22,1,151.59,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,0,23,1,182.43,0.5,0.32,2.57,9.7,0.01,16.11,38.25,-1.44,620.04,86.5,32.05,29132.0
12,2019,2019,12,3,1,0,1,43.38,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,1,1,0.0,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,2,1,0.0,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,3,1,0.0,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,4,1,0.0,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,5,1,0.0,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,6,1,0.0,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,7,1,0.38,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,8,1,1.93,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,9,1,3.99,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,10,1,9.73,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,11,1,25.63,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,12,1,57.93,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,13,1,105.54,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,14,1,146.46,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,15,1,167.86,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,16,1,189.23,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,17,1,201.5,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,18,1,179.5,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,19,1,0.92,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,20,1,17.59,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,21,1,79.68,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,22,1,156.61,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,1,23,1,189.99,0.88,0.45,3.85,11.87,0.01,17.79,40.11,-0.71,342.68,49.12,27.62,23826.0
12,2019,2019,12,3,3,0,1,67.06,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,1,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,2,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,3,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,4,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,5,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,6,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,7,1,0.0,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,8,1,1.5,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,9,1,4.75,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,10,1,12.04,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,11,1,34.56,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,12,1,69.42,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,13,1,126.11,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,14,1,195.13,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,15,1,173.68,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,16,1,200.26,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,17,1,204.39,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,18,1,148.6,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,19,1,1.16,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,20,1,23.16,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,21,1,97.27,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,22,1,184.92,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,3,23,1,181.95,0.5,0.37,3.08,7.01,0.01,13.8,33.0,-1.4,1325.2,172.0,0.0,27897.0
12,2019,2019,12,3,4,0,1,39.56,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,1,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,2,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,3,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,4,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,5,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,6,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,7,1,0.0,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,8,1,1.98,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,9,1,3.65,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,10,1,10.72,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,11,1,31.73,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,12,1,61.96,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,13,1,113.85,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,14,1,115.92,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,15,1,153.18,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,16,1,210.05,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,17,1,199.83,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,18,1,157.93,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,19,1,0.9,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,20,1,20.62,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,21,1,85.54,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,22,1,133.31,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,4,23,1,191.14,0.94,0.43,3.35,8.84,0.0,17.82,34.4,0.4,362.0,59.0,84.0,32179.0
12,2019,2019,12,3,6,0,1,58.43,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,1,1,0.0,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,2,1,0.0,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,3,1,0.0,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,4,1,0.0,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,5,1,0.0,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,6,1,0.0,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,7,1,3.24,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
12,2019,2019,12,3,6,8,1,2.44,0.29,0.77,2.47,8.86,0.01,14.71,36.3,-3.6,1444.0,158.0,6.0,29144.0
